posted_date,text,likes,comments,reposts,appreciations,empathy,praises,interests,has_images,num_images,has_video,post_url,poster_name,poster_linkedin_url,reshared,time,urn,video_duration,video_stream_url
2025-05-13 07:11:18,"The Corporate Update (Investor's Guide) of 東京エレクトロン株式会社 (#TEL) has been updated.

It covers the comprehensive information on our business, including
1. TEL's Overview
2. Semiconductor and SPE Market Outlook
3. Corporate Principles and New Medium-term Management Plan
4. Business Environment and Financial Estimates
5. Sustainability
6. Technology Roadmap: Diversity of Semiconductor Technology
7. TEL's New Equipment Initiatives
etc.

You can get more information at our IR Library on TEL's website.
https://lnkd.in/gEmRNyh2",172,2,13,0,3,4,2,False,0,False,https://www.linkedin.com/posts/tokyoelectron_tokyo-electron-investors-guide-activity-7327953571272974337-utR_,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,1 month ago,7327953571272974337,,
2025-06-03 02:26:47,"The new article on the Corporate Blog features #TokyoElectronSingapore’s Industry-Academia collaboration with Nanyang Technological University Singapore, which hosts ”Port63 Challenge” event to promote innovation and entrepreneurship.

TEL Singapore Senior Sales & Marketing Vice President Augustine Teo, who is involved in this partnership, spoke in an interview.

Industry-Academia Innovation Partnership between Tokyo Electron Singapore and NTU I&E
https://lnkd.in/g7Dt-_PC

#TechnologyEnablingLife 
#Port63Challenge",37,0,0,0,0,3,0,False,0,False,https://www.linkedin.com/posts/tokyoelectron_industry-academia-innovation-partnership-activity-7335492116510347265-6vSK,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 weeks ago,7335492116510347265,,
2025-05-26 03:00:01,"Did you know? #AI and advanced digital technologies are rapidly transforming the research and development of semiconductor manufacturing equipment! 

At TEL, in addition to ongoing efforts such as Materials Informatics (MI), Process Informatics (PI), production technology innovation, and knowledge management, the development approach utilizing digital twins is also accelerating.

Leveraging the vast amount of technical information accumulated over 63 years since our founding, along with real-time data collected from approximately 4,000 to 6,000 shipping units produced each year, is essential for contributing to further technological innovations in semiconductors. TEL's DX aims to achieve both profit expansion and work-life balance by centralizing and utilizing data, contributing to sustainable corporate value enhancement! 💪

Stay tuned for updates on TEL’s journey as a proud ""DX Certified Enterprise"" recognized by the Ministry of Economy, Trade and Industry! 

Check out comments from Sadao Sasaki, TEL Senior Executive Vice President, Representative Director, and Corporate Officer leading TEL's DX, here: 
https://lnkd.in/gYAft8tZ


#DigitalTechnology 
#MaterialsInformatics #ProcessInformatics
#DXCertifiedEnterprise
#TokyoElectron
#TEL
#TechnologyEnablingLife",40,1,2,0,0,0,0,False,0,False,https://www.linkedin.com/posts/tokyoelectron_ai-digitaltechnology-materialsinformatics-activity-7332601377262579713-8CWn,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,3 weeks ago,7332601377262579713,,
2025-05-23 03:00:13,"Did you know TEL supports the education of students? 

We make it a priority to create opportunities for academic-industry collaboration for the advancement of society! 

This time, we’re thrilled to share insights from the Science Academy class for high school students. ✨

During this experiential learning session at TEL in Sapporo, students engaged in group work to discuss with the theme “A Future Enabled by Semiconductor Innovation”. 

Take a look at their discussion about what will happen by 2040!

◆Group 1: We will be able to manipulate our senses!
◆Group 2: Flying cars will be widespread! 
◆Group 3: The convenience of new forms of robotics technology will increase! 
◆Group 4: Edge AI will be part of everyday life!

Dive into the lively discussions and witness the amazing efforts of the TEL engineering team! 👀 
Read more: https://lnkd.in/gKsQcfEr

#AcademicIndustryCollaboration
#Semiconductor
#TokyoElectron
#TEL 
#TechnologyEnablingLife",71,0,1,0,1,0,0,False,0,False,https://www.linkedin.com/posts/tokyoelectron_how-semiconductors-will-innovate-the-future-activity-7331514263032807425-6_cz,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,3 weeks ago,7331514263032807425,,
2025-05-07 03:00:15,"Join us for Women in Semiconductors 2025 (#WiS)!

Date: May 8, 2025
Time:1:00 pm - 5:00 pm EDT
Location:40 Lodge Street Albany, New York

This year’s themes are Empowerment in Action and Beyond Buzzwords with a focus on real actions to create success. Be part of an exploration and discussion focused on fostering inclusion, building stronger networks, and creating real strategies for success! 

We are proud to announce that Rosanna A. Robert, Etch Process Engineer at TEL Technology Center, America, will serve as one of the chairs for this event. Don't miss the panel titled “Beyond Buzzwords: Real Strategies for Supporting Women’s Success,” featuring Alex Oscilowski, President of TEL Technology Center, America! 

Everyone is welcome! Join us for networking activities and hear from inspiring keynote speakers and engaging panel discussions. 

More details and interview of WiS co-chairs:
https://lnkd.in/eCQd2tnV

#WomenInSemiconductors
#SEMI
#TokyoElectron
#TEL
#TechnologyEnablingLife",68,0,0,1,0,3,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_animatedsocialmediaenvironmentdayv016-activity-7325716067597586432-FG-w,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,1 month ago,7325716067597586432,10000,https://dms.licdn.com/playlist/vid/v2/D5610AQHsHow83cm2Lg/mp4-720p-30fp-crf28/B56Zaor5SbHgBk-/0/1746586806399?e=1750838400&v=beta&t=WtAxvGmYL-eBewZRf_JktnDeEBZ9MBW7Pz2B340U-cI
2025-04-30 09:50:21,"Today #TokyoElectron reported results for the fourth quarter and full year fiscal 2025.

＜Business Highlights＞
◆Achieved record highs for both net sales and profit
- Net sales: ￥2,431.5B, up 32.8% YoY（FY2025 vs FY2024）
- Gross profit: ￥1,146.2B, up 38.1% YoY
- Operating income: ￥697.3B, up 52.8% YoY
- Net income: ￥544.1B, up 49.5% YoY

◆Market share expanded by winning PORs with strategic products
Etch
- DRAM: major monopoly in capacitor etch
- NAND: new POR in channel hole etch (cryogenic etch), expansion in slit etch
- Logic/HBM: adoption in advanced packaging interconnect processes

Wafer bonders
- Significant increase in demand for temporary bonders/debonders for HBM

Probers
- Sales rose by leveraging the trend of expanding investments in advanced logic

◆Released new products on the expectation that they will support entry into new areas
- Episode™ 1: Single-wafer plasma CVD system
- LEXIA™-EX: Sputtering system
- Acrevia™: Gas Cluster Beam system
- Ulucus™ LX: Extreme laser lift off system

Check out our report to learn more about financial results and business highlights.
https://lnkd.in/gKpCEruV

#TEL
#TechnologyEnablingLife",89,3,3,1,2,7,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_simpleparticleanimation-1mp4-activity-7323282558387916800-CILU,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,1 month ago,7323282558387916800,8000,https://dms.licdn.com/playlist/vid/v2/D5610AQFKJDu4j2fc8w/mp4-720p-30fp-crf28/B56ZaGGmyiGoBc-/0/1746006613287?e=1750838400&v=beta&t=ZJB8uKmsJ1xcg8J45BiZ3P6lTMMZ1CLo_nA-WJoE3AA
2025-04-04 07:20:45,"Tokyo Electron and IBM Renew Collaboration for Advanced Semiconductor Technology

The comment of Toshiki Kawai, President & CEO Tokyo Electron
""IBM and Tokyo Electron have built a strong relationship of trust and innovation through years of joint development. We are excited to continue to build on our long-standing partnership with IBM for another five years. This renewed agreement underscores our mutual commitment to advancing semiconductor technologies, including patterning processes with High NA EUV.""",49,0,3,0,1,5,0,False,0,False,https://www.linkedin.com/posts/tokyoelectron_ibm-research-ai-activity-7313822825457274880-BGkE,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7313822825457274880,,
2025-04-30 07:15:15,"Today #TokyoElectron reported results for the fourth quarter and full year fiscal 2025.

Check out our report to learn more about financial results and business highlights.
https://lnkd.in/gKpCEruV

#TEL 
#TechnologyEnablingLife",49,0,0,0,2,1,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_simpleparticleanimation-1mp4-activity-7323243523963572224-nxxO,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,1 month ago,7323243523963572224,8000,https://dms.licdn.com/playlist/vid/v2/D5610AQE1XLflYulSVQ/mp4-720p-30fp-crf28/B56ZaFjISPHUBc-/0/1745997305799?e=1750838400&v=beta&t=sQ5XM2iSLzswRLvcAb8zC_fvQSiPZUdJEC4YFSJv3tA
2025-04-28 03:00:40,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",44,0,1,0,0,0,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen16mp4-activity-7322454682713341952-sIvT,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,1 month ago,7322454682713341952,43433,https://dms.licdn.com/playlist/vid/v2/D5610AQHVeAZpbik_gA/mp4-720p-30fp-crf28/B56ZZ6VloSHUBs-/0/1745809224900?e=1750838400&v=beta&t=cwEuFC61IzGkSHu2beOyOog5LcTdHhva9vc0nyWD8EI
2025-04-23 03:00:25,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",33,0,2,0,2,0,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen15mp4-activity-7320642677820006401-AMtd,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7320642677820006401,39733,https://dms.licdn.com/playlist/vid/v2/D5610AQEpgB28sZNmKQ/mp4-720p-30fp-crf28/B56ZZglo6iHsBw-/0/1745377219391?e=1750838400&v=beta&t=hr0GD1CjOlbpJzVZSmy1_qhPuC0rJHhGvmVgfB-ttLE
2025-04-18 03:00:34,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",57,0,2,0,0,0,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen14mp4-activity-7318830777968799744-5ksu,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7318830777968799744,34766,https://dms.licdn.com/playlist/vid/v2/D5610AQEE16dybxvGqQ/mp4-720p-30fp-crf28/B56ZZG1sA.GUBs-/0/1744945227894?e=1750838400&v=beta&t=XqUh4Rg4wX4NAEmAB2ekJiO1MM2sUV51W-5Cfzu1i80
2025-04-16 03:00:24,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",39,0,1,2,0,0,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen13mp4-activity-7318105958927278080-OhuU,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7318105958927278080,34033,https://dms.licdn.com/playlist/vid/v2/D5610AQFAlBRYXCfm9Q/mp4-720p-30fp-crf28/B56ZY8igwaGQBs-/0/1744772417503?e=1750838400&v=beta&t=8f3owDOoD5DFLR0NElHcmHYEuCtl5TUS5Kes8aNmI2w
2025-04-10 03:00:25,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",69,1,2,0,2,1,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen12mp4-activity-7315931636481630208-w0ZS,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7315931636481630208,36300,https://dms.licdn.com/playlist/vid/v2/D5610AQGwA8C2p_uRqQ/mp4-720p-30fp-crf28/B56ZYdo.FhHEBs-/0/1744254018455?e=1750838400&v=beta&t=mupaoGPecL212pM3Vv8OU1wBJxfecso27-Uqtv9QOWg
2025-04-08 03:00:27,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",56,0,0,0,2,1,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen11mp4-activity-7315206867461230595-Kcho,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7315206867461230595,37700,https://dms.licdn.com/playlist/vid/v2/D5610AQHEWReoH7cpNQ/mp4-720p-30fp-crf28/B56ZYTVye8H0Bs-/0/1744081220108?e=1750838400&v=beta&t=JT9ZZ7F07LTEBgvta-fHiFs9L7yHCeO4JfiD8Y5HovY
2025-02-06 07:23:35,"#TokyoElectron (#TEL) announced it will expand Tokyo Electron Miyagi, a manufacturing subsidiary, by constructing a new production building at the Miyagi plant (Miyagi Prefecture, Japan) to meet the rapidly growing demand for semiconductors in recent years.

The new production building will adopt the Smart Production concept, which embodies the next-generation approach to manufacturing. By automating logistics functions and mechanizing manufacturing processes, the new facility will provide production lines with high capacity, quality, and efficiency to more quickly deliver high-value-added products that meet customer needs. 

Also, to reduce the environmental impact, the building will meet Net Zero Energy Building (ZEB) specifications and incorporate energy-saving facilities to support TEL’s efforts to achieve its 2040 Net Zero goal.

https://lnkd.in/gZTHr-uy",384,5,8,2,7,14,2,True,2,False,https://www.linkedin.com/posts/tokyoelectron_tokyoelectron-tel-activity-7293167428346200065-QNgH,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,4 months ago,7293167428346200065,,
2025-04-03 03:00:27,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",38,2,1,0,2,0,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen10mp4-activity-7313394931014803457-9dHW,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7313394931014803457,34266,https://dms.licdn.com/playlist/vid/v2/D5610AQHVWojBp9sfzg/mp4-720p-30fp-crf28/B56ZX5l12sGsBw-/0/1743649221218?e=1750838400&v=beta&t=AEa2KCrwPrYCFAYnliLuTj_2nel4WRp4nJsoyfcyFg0
2025-04-01 03:00:20,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",68,0,4,0,5,1,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen9mp4-activity-7312670124329615360-KIBW,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7312670124329615360,28566,https://dms.licdn.com/playlist/vid/v2/D5610AQEP_JaKdTJ7kw/mp4-720p-30fp-crf28/B56ZXvSqRMGQBw-/0/1743476412563?e=1750838400&v=beta&t=lhRa7Mg8H9PVoQ7DC2Ec8VxPPDNAO5Ob9yS_K4FISAI
2025-03-27 03:00:16,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",45,1,1,0,0,0,1,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen8mp4-activity-7310858170078216195-K55K,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,2 months ago,7310858170078216195,35933,https://dms.licdn.com/playlist/vid/v2/D5610AQFKOLMtYmSiIg/mp4-720p-30fp-crf28/B56ZXVitfaHQBs-/0/1743044411274?e=1750838400&v=beta&t=FJ2PnPIU4kcskC6XnoF6Wo9__KLtOKzDbBmvBGf7XYA
2025-03-25 03:00:20,"What kind of company is TEL?

#TEL holds the most patents in the semiconductor production equipment industry. Our strength is its world-leading technological capability to realize innovation.

In January, TEL's Engineers from all over the world gathered at the ""TEL Group Internal Technology Conference 2025"" in Tokyo. It was such a great time filled with their passion✨ 

Let's check out what TEL's engineers talk about the company!

#MeetTEL #TechnologyEnablingLife #TokyoElectron",39,0,1,0,1,2,0,False,0,True,https://www.linkedin.com/posts/tokyoelectron_meettelengineersen7mp4-activity-7310133411375943680-KRA1,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,False,3 months ago,7310133411375943680,32100,https://dms.licdn.com/playlist/vid/v2/D5610AQFc28-Ysfn0KA/mp4-720p-30fp-crf28/B56ZXLPiEJGcB0-/0/1742871614816?e=1750838400&v=beta&t=KSxzkPazMLgEEPuTA-YokCqkDsxABPacQfk6p5nnM-k
