posted_date,text,likes,comments,reposts,appreciations,empathy,praises,interests,has_images,num_images,has_video,post_url,poster_name,poster_linkedin_url,reshared,time,urn,video_duration,video_stream_url
2025-05-12 01:43:31,"Happy Mother’s Day 💐💐 to all the mums and their superpowers!

#TEL supports the promotion of women’s empowerment by creating a workplace where everyone can work in a safe and supportive environment with high motivation. We encourage work-life balance, and we offer a work schedule and a leave of absence system that allows for flexible choices. We also value opportunities for family members to get to know our company through events such as Family Day.

#ThankYou
#HappyMothersDay
#TokyoElectron
#TEL",128,1,4,4,13,0,0,True,1,False,https://www.linkedin.com/posts/tokyoelectron_tel-thankyou-happymothersday-activity-7327135407953850368-apHX,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,True,1 month ago,7327508696836591617,,
2025-05-20 15:02:13,"Surface prep isn’t glamorous, but it’s essential.

As #SPCC2025 begins today in Chandler, AZ, Tokyo Electron is proud to serve as a gold sponsor of the world’s leading conference dedicated to cleaning, preparation, and the behind-the-scenes brilliance that powers next-gen semiconductor production.

Because in our business, the cleanroom starts at the surface.

#TEL #SemiconductorManufacturing #SurfaceScience #WaferPrep",46,1,3,0,0,3,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_spcc2025-tel-semiconductormanufacturing-activity-7330608796018335744-kcA_,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7330608796018335744,,
2025-05-02 17:00:03,"Wow! TEL Technology Center, America in Albany, NY, hosted its 3rd Annual FIRST Robotics Showcase and it was nothing short of spectacular! 🤖🌟 

30 brilliant students and mentors blew us away with their groundbreaking robotics projects and inspiring journeys. A HUGE thank you to everyone who participated and made this event unforgettable. We’re on the edge of our seats for what’s next! 🎉🙌 #FIRSTRobotics #Innovation #STEMChampions #FutureLeaders",123,0,3,1,5,9,0,True,3,False,https://www.linkedin.com/posts/tokyo-electron_firstrobotics-innovation-stemchampions-activity-7324115471522258944-jG7m,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7324115471522258944,,
2025-05-27 19:00:13,"Did you know TEL supports the education of students? 
 
We make it a priority to create opportunities for academic-industry collaboration for the advancement of society! 
 
This time, we’re thrilled to share insights from the Science Academy class for high school students. ✨
During this experiential learning session at TEL in Sapporo, students engaged in group work to discuss with the theme “A Future Enabled by Semiconductor Innovation”. 
 
 
Take a look at their discussion about what will happen by 2040!
 
◆Group 1: We will be able to manipulate our senses!
◆Group 2: Flying cars will be widespread! 
◆Group 3: The convenience of new forms of robotics technology will increase! 
◆Group 4: Edge AI will be part of everyday life!
 
Dive into the lively discussions and witness the amazing efforts of the TEL engineering team! 👀 
Read more: https://lnkd.in/gKsQcfEr
 
#AcademicIndustryCollaboration
#Semiconductor
#TokyoElectron
#TEL 
#TechnologyEnablingLife",36,0,1,0,0,2,0,False,0,False,https://www.linkedin.com/posts/tokyo-electron_how-semiconductors-will-innovate-the-future-activity-7333205406862688260-50AZ,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 weeks ago,7333205406862688260,,
2025-04-22 19:00:06,"You don’t solve a global talent shortage with business as usual.
You solve it by going UPWARDS.

Together with Micron, Tokyo Electron helped launch the UPWARDS for the Future Network: an ambitious U.S.–Japan collaboration with 11 universities, designed to grow a diverse, skilled semiconductor workforce.

The mission? Equip students, especially women, with the mentorship, experience, and opportunities they need to lead the next era of innovation.

Because for semiconductors to advance, equity must advance with it.
This is how we build what’s next.
https://lnkd.in/gZ7n44Tc

#UPWARDSFuture #TokyoElectron #STEMeducation #SemiconductorWorkforce #WomenInTech #USJapanCollab",203,5,4,0,10,9,1,True,4,False,https://www.linkedin.com/posts/tokyo-electron_upwardsfuture-tokyoelectron-stemeducation-activity-7320521801401303042-3zEy,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7320521801401303042,,
2025-04-21 17:37:11,"TEL | RIVERSOUTH isn’t just our new #TEL U.S. Headquarters. It’s the first chapter of the next 30 years. ✨

Our grand opening was truly special as we unveiled over 100,000 sq. ft. of next level collaboration and innovation. Our new headquarters stands proudly off the river, reshaping the skyline!

We were honored to have numerous VIP speakers, including the Texas Secretary of State Jane Nelson, the Consulate-General of Japan in Houston Zentaro Naganuma, Samsung Austin Semiconductor Vice President Jon Taylor, and Austin Chamber of Commerce President & CEO Jeremy Martin. 

This is just the beginning! Our tech and training building is set to open this fall near Austin-Bergstrom Airport.

Join us as we shape the next era of semiconductors, together. #TechnologyEnablingLife #TEL #Austin 
http://spklr.io/60417GnB",462,7,12,2,20,34,0,True,8,False,https://www.linkedin.com/posts/tokyo-electron_tel-technologyenablinglife-tel-activity-7320138548592922625-7J0M,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7320138548592922625,,
2025-03-27 17:00:04,"🎌 We are excited to share that #TEL has signed a multi-year partnership agreement with the Los Angeles Dodgers! ⚾ 
 
Whether you're attending in person or watching on TV, keep an eye out for our logo on display at Dodger Stadium, including #BehindHomePlate, on the pitcher's mound, and on the outfield wall sign. Additionally, we will be a presenting partner for the ""Shohei Ohtani 50/50 Bobblehead"" event, held on August 27, 2025!
 
“It is a great honor for us to enter into a partnership with the Los Angeles Dodgers, a renowned baseball team with strong ties to Japan and a number of star players from Japan."" said Tony Kawai, President and CEO of Tokyo Electron. ""It is our sincere hope that this dream sponsorship will be fruitful for everyone involved, including the Los Angeles Dodgers, TEL, and Dodgers fans around the world.”

#TELxDodgers #TokyoElectron",331,7,19,4,5,22,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_tel-behindhomeplate-telxdodgers-activity-7311069510835281920-X9Qy,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7311069510835281920,,
2025-04-15 17:44:55,"SEMI Climate & Social Impact working group is pleased to bring you the 2nd Annual round of Lightning Talks in honor of Earth Month!  We have aligned with this year's global them of ""Our Power, Our Planet"" to showcase how the semiconductor sector's multi-pronged approach to the energy needs and innovations, both on an industry and company levels.  

Guest speakers from Advantest, Applied Materials, Google, Lam Research, NXP Semiconductors, STMicroelectronics and TOKYO ELECTRON LIMITED. And🌲 🌳 🌴 !

Register Now for the April 24 - 8:00 am PT.
👉 https://lnkd.in/gk4jF_Xb",34,0,15,0,1,0,0,True,1,False,https://www.linkedin.com/posts/semisustainability_semi-climate-social-impact-working-group-activity-7311459191703945216-oVOz,SEMI Sustainability,https://www.linkedin.com/showcase/semisustainability/posts,True,2 months ago,7317966166960848898,,
2025-04-02 16:27:06,"#TEL is excited to extend our decades-long partnership with IBM to accelerate chip innovation and continue our groundbreaking work to power the age of generative AI! #TechnologyEnablingLife 

""IBM and #TokyoElectron have built a strong relationship of trust and innovation through years of joint development. We are excited to continue to build on our long-standing partnership with IBM for another five years. This renewed agreement underscores our mutual commitment to advancing semiconductor technologies, including patterning processes with High NA EUV."" said Tony Kawai, Representative Director, President & CEO Tokyo Electron Limited. ""Our collaboration at the Albany NanoTech Complex has been instrumental in driving innovation and we look forward to continuing this journey together.""",224,1,12,1,2,17,1,False,0,False,https://www.linkedin.com/posts/tokyo-electron_ibm-research-ai-activity-7313235539833303041-CT1I,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,2 months ago,7313235539833303041,,
2025-02-26 17:40:21,"Precision, progress, and pushing the boundaries—#TEL brings it all to SPIE Advanced Lithography + Patterning 2025!

We fuel the future of lithography and patterning, where every breakthrough adds to the bigger picture of semiconductor excellence. From advanced die-to-wafer packaging to EUV patterning, our experts lead the charge. 
#TechnologyEnablingLife #TeamTEL #SPIE

Check out TEL’s full lineup: https://ow.ly/NX6e50V73mr 

SPIE, the international society for optics and photonics",134,2,0,0,2,9,1,True,3,False,https://www.linkedin.com/posts/tokyo-electron_tel-technologyenablinglife-teamtel-activity-7300570399459745792-gVGK,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,3 months ago,7300570399459745792,,
2025-02-21 20:30:27,"That’s a wrap! From simulation to wafer bonding, from plasma diagnostics to the future of women in semiconductor engineering—our TEL experts led the conversation at SEMICON Korea 2025! Driving discussions, sparking ideas, and shaping the next era of semiconductor technology. 

Thank you to all of our experts for covering  the industry’s hottest topics! #TEL #SEMICONKorea #Semiconductors #TechnologyEnablingLife",104,0,1,0,0,4,0,True,6,False,https://www.linkedin.com/posts/tokyo-electron_tel-semiconkorea-semiconductors-activity-7298801267215147009-yMOm,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,4 months ago,7298801267215147009,,
2025-02-21 17:10:16,"📢 ANNOUNCEMENT: #TEL is expanding!

To meet the booming semiconductor demand, we’re building a state-of-the-art production facility in Miyagi, Japan. This isn’t just another factory—it’s the future of semiconductor manufacturing.

🌍 Net Zero Energy Building (ZEB) for sustainable operations
💻 Smart Production concept with automation & efficiency at its core
📈 High-capacity production lines designed for next-generation semiconductor equipment
💰 104-billion-yen investment in the industry’s future

By embracing automation, #sustainability, and efficiency, TEL is shaping the future of semiconductor equipment production. Construction begins summer 2025.

Follow along as we redefine what’s possible. 
#SemiconductorGrowth",652,6,12,2,13,27,0,True,2,False,https://www.linkedin.com/posts/tokyo-electron_tel-sustainability-semiconductorgrowth-activity-7298750890302218241-DWhN,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,4 months ago,7298750890302218241,,
2025-05-14 22:37:49,"Join us in Singapore from May 20 to 22 for SEMICON SOUTH EAST ASIA 2025!🌟

TEL Booth: L2101  
Workforce Development Career Fair Booth: W3423

We're thrilled to announce that Makiko Dojun, our Marketing Analyst from TEL, at the Career Exploration Fair! Her presentation will highlight the exciting career opportunities available at TEL.

Additionally, don’t miss  Dr. James PAPANU, Senior Director of 3DI Technology at TEL, will be speaking at the Advanced Packaging & Heterogeneous Integration Summit! He will provide an overview of the TEL Advanced Packaging portfolio from both hardware and process perspectives, including internal test vehicles for bonding and laser processing, as well as process integration flows.

Save the dates and be part of this incredible event!

https://lnkd.in/gw_7aJ9j

#SEMICONSEA2025
#AdvancedPackaging
#HybridBonding
#AIHardware
#TokyoElectron 
#TEL
#TechnologyEnablingLife 

翻訳を表示",101,1,2,0,1,2,0,True,3,False,https://www.linkedin.com/posts/tokyoelectron_semiconsea2025-advancedpackaging-hybridbonding-ugcPost-7328252737043791873-31IN,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,True,1 month ago,7328549124646010880,,
2025-03-08 00:30:51,"The final ARMIE Award of 2024 goes to Tokyo Electron US for Company of the Year in the large company category (companies with more than 150 employees).  Congratulations to TEL and Tami Richards Garcia, VP of Human Resources, who accepted the award on the company's behalf. 

TEL is committed to contributing to technological innovation in semiconductors to develop a dream-inspiring society. That is the drive to challenge everyone in the organization to do better. TEL believes that technology has the power to transform the status quo and bring benefits to people around the world. Their vision is of a “Digital Times Green” world, where the coexistence of digitalization and decarbonization is at the heart of preserving the global environment. TEL’s mission is not only to enlarge capacity, increase speed, and enhance the reliability of semiconductors but also to reduce the environmental impact by decreasing power consumption. As semiconductors increasingly become a vital part of the social infrastructure, TEL challenges its members to make further innovations in their semiconductor production equipment.

We'd also like to recognize and congratulate the other finalists for the Company of the Year Award in the large company category.  Kudos to the Acutronic Group and Paradigm Manufacturing for their outstanding contributions to the manufacturing community and the world.

Thank you to Regions Bank and Stephanie Perryman for sponsoring the ARMA Awards luncheon.  We're looking forward to next year when we can celebrate a whole new round of companies and individuals impacting the Central Texas manufacturing community.

#ARMIES #CompanyoftheYear #Awards #Manufacutring #Advocacy #WorkforceDevelopment #Networking #Luncheon",78,6,7,0,7,12,0,True,1,False,https://www.linkedin.com/posts/austin-regional-manufacturers-association-arma_armies-companyoftheyear-awards-activity-7303476136703901697-snL8,Austin Regional Manufacturers Association (ARMA),https://www.linkedin.com/company/austin-regional-manufacturers-association-arma/posts,True,3 months ago,7303935195794001920,,
2025-03-05 06:55:28,"The Countdown Continues – More Industry Leaders at I.S.E.S. USA 2025!

THEME: AI-Powered Innovation: Driving the Next Wave of Semiconductor Breakthroughs

With just 5 weeks to go, I.S.E.S. USA 2025 is shaping up to be an unmissable gathering of industry pioneers! Taking place April 8-9, 2025, at Plug and Play Tech Center in Silicon Valley, this summit will bring together the most influential minds in semiconductors to discuss AI-driven innovation, advanced packaging, silicon photonics, HBM, and more.

Today, we’re spotlighting another group of leading experts who will be joining us to share their insights and expertise:

Featured Speakers:
✅ Hidenori Abe, CTO, Semiconductor Materials at Resonac 
✅ Woopoung Kim (Vincent Kim), Ph.D., Head of DSRA-PKG at Samsung Electronics
✅ Mark Bidinger, C&I Segment President at Schneider Electric
✅ Jaesik Lee, Ph.D., VP Package Engineering at SK hynix
✅ Nabil Alali, VP, Fab and Filter Operations at Skyworks Solutions, Inc. 
✅ Reza Kaznavi, SVP Technology & Manufacturing at Skyworks Solutions, Inc.
✅ Roy Chorev, VP Product Development, Semiconductor Test Division at Teradyne
✅ Srini Chinamilli, Co-Founder & CEO at Tessolve 
✅ Ben Rathsack, Ph.D., VP US Business Units at Tokyo Electron US

Secure your spot today with 50% OFF the Associate Pass – valid until March 17, subject to availability!

🔹 Who is this pass for?
The Associate Pass is exclusively available to leaders from End Users, Foundries, IDMs, Design & OSAT Companies, IP & EDA Companies, Startups, Distributors, Market Research & Technology Firms.

📌 Claim your 50% discount now:
https://lnkd.in/d_BWZRU9

For more info, contact us at info@theisig.com

#ISESUSA2025 #SiliconPhotonics #AdvancedPackaging #Semiconductors #Innovation #TechLeadership #Connect #Collaborate #Community

Jubed Miah, Kevin Dei, Salah Nasri, Mia Chen, Ellen Wendelin Loh, Elsa Medin, Michelle Yan",124,0,7,0,6,6,0,True,1,False,https://www.linkedin.com/posts/internationalsemiconductorindustrygroup_isesusa2025-siliconphotonics-advancedpackaging-activity-7302794974775959552-vwJF,International Semiconductor Industry Group,https://www.linkedin.com/company/internationalsemiconductorindustrygroup/posts,True,3 months ago,7302944825652252672,,
2025-02-20 06:01:57,"A new article has been published on #TEL's Corporate Blog ✨ 

With the Episode™ series of single-wafer deposition systems, #TokyoElectron addresses customer needs for device scaling, transitioning to 3D device structures, and diversifying film deposition materials. The products in this series are capable of handling complex deposition processes to achieve excellent productivity and environmental performance.

This article focuses on Episode™ 2 DMR (Duo Matched Reactor), one of the products in the series. Built with a design concept that differs from its predecessors, Episode™ 2 DMR combines a smaller tool footprint with high productivity, achieving a 25% reduction in CO2 emissions. Let us examine the development process of this system, its advanced design concept and features, and the TEL's development team responsible for its creation.

Episode™ 2 DMR, a Single-Wafer Deposition System Based on an Innovative Concept—the Story behind Its Development and Evolution
https://lnkd.in/gncEaYvR

#TechnologyEnablingLife",89,1,6,0,2,3,2,False,0,False,https://www.linkedin.com/posts/tokyoelectron_episode-2-dmr-a-single-wafer-deposition-activity-7298163564555513856--q4k,TOKYO ELECTRON LIMITED,https://www.linkedin.com/company/tokyoelectron/posts,True,4 months ago,7298220316605001728,,
2025-05-07 13:00:12,"Last week #TokyoElectron reported results for the fourth quarter and full year fiscal 2025.

＜Business Highlights＞
◆Achieved record highs for both net sales and profit.
- Net sales: ￥2,431.5B, up 32.8% YoY（FY2025 vs FY2024）
- Gross profit: ￥1,146.2B, up 38.1% YoY
- Operating income: ￥697.3B, up 52.8% YoY
- Net income: ￥544.1B, up 49.5% YoY

◆Market share expanded by winning PORs with strategic products:
Etch
- DRAM: major monopoly in capacitor etch
- NAND: new POR in channel hole etch (cryogenic etch), expansion in slit etch
- Logic/HBM: adoption in advanced packaging interconnect processes

Wafer bonders
- Significant increase in demand for temporary bonders/debonders for HBM

Probers
- Sales rose by leveraging the trend of expanding investments in advanced logic

◆Released new products on the expectation that they will support entry into new areas:
- Episode™ 1: Single-wafer plasma CVD system
- LEXIA™-EX: Sputtering system
- Acrevia™: Gas Cluster Beam system
- Ulucus™ LX: Extreme laser lift off system

Check out our report to learn more about financial results and business highlights.
https://lnkd.in/gKpCEruV

#TEL
#TechnologyEnablingLife",71,0,3,0,2,6,1,False,0,False,https://www.linkedin.com/posts/tokyo-electron_earnings-release-investor-relations-tokyo-activity-7325867047588888576-AOoU,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7325867047588888576,,
2025-04-28 15:00:12,"We’re proud to announce that #TEL has become an official partner of National Apprenticeship Day 2025 in Minnesota!

Why does this matter?
Because in an industry where innovation never sleeps, apprenticeships create pipelines of passionate, skilled talent ready to power what’s next.
April 30, 2025, isn’t just a celebration; it’s a commitment to the future of the semiconductor workforce.
Let’s build the future together.
#NAW2025 #FutureOfWork #SemiconductorCareers #TechnologyEnablingLife
🔧🧠📈
https://lnkd.in/g4kKUGQY",65,0,5,1,4,7,1,False,0,False,https://www.linkedin.com/posts/tokyo-electron_apprenticeship-minnesota-minnesota-department-activity-7322635757897031682-YHR_,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7322635757897031682,,
2025-05-06 19:00:12,"Beyond the buzz. Straight into action.
WIS 2025 in Albany, NY, is where real strategies meet real leadership, and Tokyo Electron U.S. is proud to be in the spotlight.

Catch Alex Oscilowski (President, TEL TEA) bringing bold insights to the “Beyond Buzzwords” panel and Rosanna Robert (ES Process Engineer, TEL TTCA) kicking off the event as WiS Co-Chair!

This is about building career pathways, shattering glass ceilings, and changing the face of technology.
May 8, 2025 | 1:00 - 5:00 PM EDT | Albany, NY

Be there when history gets made.

#WIS2025 #TEL #WomenInTech #Semiconductors #Leadership #Inclusion #Diversity
⚡",108,2,4,1,0,11,0,True,1,False,https://www.linkedin.com/posts/tokyo-electron_wis2025-tel-womenintech-activity-7325595257847324672-KhMb,Tokyo Electron US,https://www.linkedin.com/company/tokyo-electron/posts,False,1 month ago,7325595257847324672,,
2025-01-24 16:04:16,"Congratulations to these finalists for the 2024 ARMIE Awards!  The Innovator of the Year award goes to a company or individual who changed manufacturing or technology in a significant way. 

Leading the way in innovation in Central Texas manufacturing are Tokyo Electron US, TyRex Group, Ltd, and Wolfram Manufacturing Technologies

Learn more about these companies at their websites:  
TEL: https://www.tel.com/
TyRex Group: https://www.tyrexmfg.com/
Wolfram Manufacturing:https://wolframmfg.com/

Please join us as we honor the nominees and announce the winners at the ARMIES Award Luncheon on February 25 from 11 a.m. - 1 p.m. The luncheon, sponsored by Regions Bank, is now open for registration. 

Reserve your seat here: https://lnkd.in/gvtbxHAh

SPONSORSHIPS FOR THE LUNCHEON ARE STILL AVAILABLE! 
Contact Liz Gori at liz@arma-tx.org to learn more about becoming a sponsor.

#ARMIES2025 #manufacturing #InnovatoroftheYear #workforcedevlopement #networking #advocacy",86,3,4,0,2,12,0,True,1,False,https://www.linkedin.com/posts/austin-regional-manufacturers-association-arma_armies2025-manufacturing-innovatoroftheyear-activity-7288579151119204352-CQt4,Austin Regional Manufacturers Association (ARMA),https://www.linkedin.com/company/austin-regional-manufacturers-association-arma/posts,True,5 months ago,7288587420898410496,,
